user,tweet,work
user1,"RT @vanu0383: Tu voz ese universo infinito donde siempre quiero estar ....@pabloalboran 🫠 #QueSiempreSeaVerano

📽️ @AlboranTeam https://t.c…",singer
user1,"RT @Adelita_mmu: Aguanto las 7 horas de cola, a pleno sol pero la mereció la pena, primera fila y disfrutó como nunca!! Gracias @pabloalbor…",singer
user1,"RT @Bea93411149: Otra gran noche @pabloalboran 
Verte siempre es lo mejor de la semana, me puedo quedar sin muchas cosas pero sin verte nun…",singer
user1,"RT @raquelgodino: BRUTAL @pabloalboran BRUTAL Me dolían los mofletes de tanto sonreír por tanta felicidad vivida esta noche
GRACIASSSS #Tou…",singer
user1,RT @AlboranTeam: #Info Hoy a partir de las 21:30H llega la cuarta parada de la gira #TourLaCuartaHoja de @pabloalboran en el escénico de Il…,singer
user1,"RT @ClubFansPabloAl: #INFO MAÑANA concierto Pablo Alborán en Illescas (Toledo) 
➡️Últimas Entradas aquí https://t.co/OOWcn5fCBw
#TourLaCuar…",singer
user1,"RT @AlboranTeam: #Audio Entrevista, el Tarraco Arena recibirá a @pabloalboran. El artista está inmerso en la gira de presentació de su últi…",singer
user1,"RT @SERmallorca: Como cada jueves, tenemos la sección 'Conversamos con...'. 

🎶Este 8 de junio, lo hemos hecho con el artista @pabloalboran…",singer
user1,"Pasaba por aquí para mandarle un abrazote a la gente que sigue estando ahí conmigo en cada canción, en los conciert… https://t.co/jKoEODBWSk",singer
user1,"RT @CristinAlbAu_: Ya tenemos las entradas pqra Tarragona, me quedaban muchos meses para verte y no aguantaba...soy facil de convencer @pab…",singer
user1,"Próximos conciertos: 
https://t.co/ejpS1icBMu 
•10/06 ILLESCAS 
•17/06 VALENCIA
•24/06 PAMPLONA 
•29/06 TORRELAVEGA… https://t.co/o6cB4aKnIC",singer
user1,"RT @Lorelsm: Después de lo vivido anoche en Murcia, me niego a que sea mi único concierto de esta gira 🙈 @pabloalboran Planeando alguna loc…",singer
user1,"RT @martattack123: @pabloalboran De los 15 que fue mi primer concierto a los 23 de ayer 💛
Creciendo juntos @pabloalboran https://t.co/zyE3D…",singer
user1,"RT @Te_lo_dihe: Primer concierto de mi peque, y nada mas y nada menos que viendo a @pabloalboran 
Como no podía ser de otro modo, nos encan…",singer
user1,"... viva el buen rollo, la música y las ganas de disfrutar a nuestra bola. El resto da igual!! Me gusta que la fami… https://t.co/NartdNsT8f",singer
user1,"RT @lopezftorozco: siempre superas expectativas @pabloalboran lo de anoche fue increíble, gracias por compartir tu magia✨ https://t.co/JrdP…",singer
user1,RT @alboranhc: el traje es un temazo pero el buen rollo que transmite en directo? sin palabras!! la escucharía en bucle @pabloalboran ✨✨ ht…,singer
user1,RT @piliki_bl: Anoche te escuché por primera vez en directo @pabloalboran. Era un sueño desde que hace 11 años me enamoré de tu voz. Portab…,singer
user1,"RT @martina_alboran: A una semana del concierto de Illescas, me voy de locura desde Barcelona. No podía estar tanto sin verte💙 @pabloalboran",singer
user1,"RT @auroyoyi: @pabloalboran
Gracias Pablo por hacer que en dos horas haya tocado la gloria...
Enhorabuena a Ti y a tus MÚSICOS (si, en mayú…",singer
user1,"RT @SrtaMaria2: Pasando una racha horrible desde hace meses, llena de malas noticias y días de ansiedad, esta noche me ha ayudado a olvidar…",singer
user1,"RT @4everpabloA: Gracias @pabloalboran menuda noche,  no tengo palabras para describir lo vivido,  te quiero  , y te queremos . Vuelve pron…",singer
user1,"RT @NovAlboranChile: 👏 #TimesSquare #NuevaYork al ritmo de #4URemix de @pabloalboran junto a @ckay_yo y @LeoRizziMusic 🎶 🎶
▶️
https://t.co/…",singer
user1,"RT @TicketmasterES: ¿En qué ciudad vas a ver a @pabloalboran?🤩 Este mes de junio estará en Murcia, Valencia y Pamplona 🙌🎶
🔹Murcia, 3 de jun…",singer
user1,"RT @Los40: Tal Tal día como hoy,  un 31 de mayo, nacía uno de nuestros ARTISTAS favoritos 🎂
¡FELIZ CUMPLEAÑOS, @pabloalboran! 💓
¿Qué canció…",singer
user1,"RT @YAhoraSonsoles: Terminar el programa al ritmo de @pabloalboran es bien...

...¡Y @Tamara_Gorro lo sabe! 🤩

#YAS30May

Directo ▶️ https:…",singer
user1,"RT @_MaluOficial_: Contigo da igual el dónde, el cómo y el cuándo… Siempre eres hogar… @pabloalboran Te quiero AMIGO! Si, AMIGO con mayúscu…",singer
user1,RT @WMAfrica: .@pabloalboran calls on @ckay_yo and @LeoRizziMusic for his new single ‘4U’ - and it’s a banger! Stream it now 🎶☀️ https://t.…,singer
user1,RT @PAlboranARGFC: Hoy hubo juntada... se vienen nuevos tiempos... muchos cambios por siempre el mismo amor... #DomingoAlboronista #CFO #Ar…,singer
user1,"Gracias Sevilla, Valencia, Alicante... y todos los shows que se están agotando!!! No tengo palabras!!!!!! Vamos a p… https://t.co/7GWPyzP0hY",singer
user1,RT @SmurfPmafMlsb: Weeeee felicidad maxima !!! Primer concierto de la gira !!! #TourLaCuartaHojaMurcia  l @pabloalboran https://t.co/pFbbVB…,singer
user1,RT @yol_mad: Mereció la pena la espera y dejarme sorprender una vez más @pabloalboran Ya te echaba de menos #TourLaCuartaHojaBilbao 😜🤟 http…,singer
user1,RT @SheilaBarcelon: Esta noche se ha caído el Miribilla a tus pies @pabloalboran . Menudo inicio de gira…🚨🔥🔥🔥⚡️✨❤️‍🩹 https://t.co/jrTOmrlIpa,singer
user1,"RT @_carmeencita: Tus conciertos siempre merecen la pena, tu bonita manera de hacer que la gente sane escuchándote es una puta pasada @pabl…",singer
user1,RT @_carmeencita: ¿Por qué la gente cuando sale de un concierto tuyo @pabloalboran está pensando ya en cual va a ser el siguiente al que va…,singer
user1,"RT @marina_boez: Nadie sabe lo que necesita esta noche, sin duda ha sido el empujón que necesita, gracias por ser Refugio una vez más 🤍 @pa…",singer
user1,RT @ItziaarSearaa: Gracias por curarme el alma siempre. Lo de esta noche ha sido increíble ❤️‍🩹 @pabloalboran . ¡Eskerrik asko! https://t.c…,singer
user1,"RT @EXOismyAmulet: Aquí me encontraba fallecida y en el cielo 😍✨ @pabloalboran yo te adoro

#TourLaCuartaHoja #TourLaCu4rtaHoja https://t.c…",singer
user1,RT @Lauralvarez_98: No puedo expresar con palabras los sentimientos que me transmites cada vez que te veo subido a un escenario @pabloalbor…,singer
user1,"RT @martukyvg25: @pabloalboran que bonito es volver a verte  y volver a empezar.  Cuantas giras juntos viviendo momentos increíbles, llenos…",singer
user1,"RT @LegAlboranCoah: En saturno viven los hijos q nunca tuvimos 🪐👨‍🚀🔭 @pabloalboran #Saturno

#TourLaCuartaHoja #TourLaCuartaHojaBilbao
#Pab…",singer
user1,"RT @PabloAlboranTR: 🎥| @pabloalboran, en sevilen şarkılarından biri olan ""Tabú"" ile Valencia'daki dinleyicilerine unutulmaz anlar yaşattı.…",singer
user1,RT @Gironanoticies: Pablo Alborán ofrecerá un emocionante concierto en el Festival de Cap Roig a finales de julio  https://t.co/WQtTYw96yJ…,singer
user1,RT @AlboranTeam: #Vídeo Así se vivió el pasado sábado el paso del #TourLaCuartaHoja de @pabloalboran por la plaza de toros de Valencia con…,singer
user1,"RT @PabloAlboranTR: 🎥| @pabloalboran, en sevilen şarkılarından biri olan ""Si Hubieras Querido"" ile Valencia'daki dinleyicilerine unutulmaz…",singer
user1,RT @AndreeaIC4: Viajar de Rumanía a Valencia para tu concierto @pabloalboran valió mil mil mil veces cualquier cosa en este mundo. Gracias…,singer
user1,"Estoy muy emocionado por esta noche Familia. Gracias gracias gracias por tanto. 
En unas horas os llevo a Saturno.… https://t.co/vVGTWPKBG8",singer
user1,RT @nazaretb92: que cómo de motivada estoy de cara al concierto del sábado en vlc?le he llenado a @Kikemixi la tv de post it con letras de…,singer
user1,RT @Lorelain89: No se imagina nadie las ganas que tengo de verte el sábado en Illescas @pabloalboran deseando que llegue para disfrutar la…,singer
user1,RT @oscarce40442382: @pabloalboran gracias por hacer disfrutar a mi hijo en su primer concierto y de su cantante favorito.Anoche en Murcia…,singer
user1,"RT @maaariiaaa123: Un amigo, una alumna que te ven por primera vez y también las amigas de mi madre, y este es el panorama @pabloalboran .…",singer
user1,"RT @garochiara1: Es que @pabloalboran tiene un directo que te atrapa, si teneis la posibilidad de ir no lo dudeis ni un segundo, merece la…",singer
user1,RT @MercedesPrezGa2: Hoy por fin es verano!!! Esta noche es verano en Murcia! @pabloalboran #TourLaCuartaHojaMurcia compartiendo felicidad…,singer
user1,"RT @invershow: ¡Feliz cumpleaños @pabloalboran ! 

Hoy celebramos sus 34 años y que felicidad poder decir que este año visitó nuestro país…",singer
user1,"RT @laurayago_: Mi primer conci de esta gira @pabloalboran merece la pena cada km viajado. Te sigues superando, Pablo, aunque parezca casi…",singer
user1,RT @Encarniruizlo: Menuda fiesta has montado en Bilbao 😍 Tú y tu equipazo sois los mejores🙌 Viva el Tour La Cuarta Hoja @pabloalboran ❤️☘️✨,singer
user1,RT @mary27_cm: Me llena de felicidad cada vez que en @Tiktokes a parece alguien de un país asiático con saturno de mi @pabloalboran es que…,singer
user1,"RT @TicketmasterES: ¿Vas a ver a @pabloalboran en Pamplona?🤩 Nos vemos el 24 de junio 🙌🎶
Consigue tus entradas en https://t.co/s17L0Mky1l…",singer
user1,RT @ramonguecam: Cuantas veces habremos viajado a Saturno y cuantas veces volveríamos a hacerlo… ⁦⁦@pabloalboran⁩ https://t.co/3jWzXjkMfV,singer
user1,"RT @smarial4: @pabloalboran #Tourlacuartahojavalencia 🍀 OLÉ PABLOOOO ,NOS  MATAS 🤍!!!!💃!!!! #lahoraalboranista 🙏 https://t.co/0YPjbYb7Ye",singer
user1,RT @vanu0383: Quiero escuchar tu voz toda la vida @pabloalboran sos caricia para el alma y ganas de vivir ✨❤️ gracias por tanta magia 🪄,singer
user1,RT @manu_uppl: @pabloalboran Te voy a decir una cosa en #chiclana se lia @pabloalboran cuantas ganas de gritar canciones a pleno pulmón,singer
user1,"RT @sandracx_: No puedo tener más ganas de verte. Nos vemos, de momento, en Valladolid y Madrid. Te quiero mucho mucho @pabloalboran 🫶🏻",singer
user1,RT @mariiiaaa_V: @pabloalboran NOS VEMOS EN TARRAGONA EN MENOS DE UN MES. NO ME PUEDO AGUANTAR LAS GANAS DE VERTE YA! te quiero mucho🥲,singer
user1,RT @laurayago_: @pabloalboran Recién salida del conci en Bilbao y ya pensando en qué ciudad de las que no tengo entrada me compro. 😂🤩,singer
user1,RT @CONCERT_TOUR: @pabloalboran cuelga el cartel de SOLD OUT en su concierto de #nochesdelamaestranza2023 ✨✨ https://t.co/KEoGy1mLbQ,singer
user1,RT @maaariiaaa123: @pabloalboran te resume esto como lo hemos pasado??? Pueees ... MURCIA SE VA PA ALICANTE. https://t.co/VZGDyXi61P,singer
user1,RT @aaneecs: Que puta locura @pabloalboran! Después de lo de hoy sólo quiero volver a cantarnos en Illescas! Eskerrik askooo 🥹❤️‍🩹❤️,singer
user2,no me puedo creer que después de tener este tema guardado 3 años hoy a las 00.00 sea vuestro… 🤍👟⭐️🏖️ CONVERSE BLANC… https://t.co/8U349rLxTi,singer
user2,"no tengo palabras para expresar lo que ha sido santorini en directo hoy en madrid🤍 enol te amo eres el mejor, me al… https://t.co/sdR3xxV3dS",singer
user2,este domingo dia 30 estaré tocando en Calafell a las 21:00 en el escenario de la playa (Cofradía) y la entrada es g… https://t.co/geSqVIAFHZ,singer
user2,"buenos días a todos , mañana nos vemos en madrid concierto fin de gira! aprovecho para mandarle un saludo a mi comp… https://t.co/bUWTkuWj1h",singer
user2,"RT @popup_mag: 🎟️ MARMI (@petitmarmi) llenó la sala @lanaubcn la noche del viernes.

El catalán derrochó pura energía durante un show en el…",singer
user2,madrid lo de ayer no lo olvido en la vida😭😭😭😭😭 no tengo palabras🤍 🤍🤍🤍 simplemente quiero vivir siempre en ese momen… https://t.co/InfWWBrvw9,singer
user2,madrid!!! están volando las entradas para el día 9!! espabila que va a ser conciertazo jeje (además hay posibilidad… https://t.co/KWMIaDlpxI,singer
user2,ami me ha llegado una teoría científica que demuestra al 90% que si acudes a un concierto del pequeño marmi tendrás… https://t.co/ome4Npu3SH,singer
user2,x cierto hoy he hecho un tema que me tiene el corazón ❤️‍🩹 (alomejor me lo canto en los conciertos ) el petit marmi… https://t.co/LG1gkkmPT4,singer
user2,"RT @UniversalSpain: ""La broma de mis sueños"" de @petitmarmi ya está disponible en todas las plataformas. ¡Escúchalo! ▶️ https://t.co/nHv3hD…",singer
user2,"RT @dddsabater: ""ya se me pasará"" mi primer álbum, vuestro el 16/09 💙

ysmp nació hace 1 año en mi garaje, desde entonces todo ha sido soña…",singer
user2,"santorini remix ft. BERET🧳✈️🇬🇷 
(chequead la publicación de insta que tenéis un tremendo sorteo jeje) nos fuimos d1 https://t.co/wW79ue8xAi",singer
user2,"oye este viernes tema con paula y candela, el 15 fin de gira en madrid, dentro de poco si dios quiere rompemos con… https://t.co/FKECA6bDlj",singer
user2,MADRID!!⭐️🗺️ acordaos que hemos hecho una 2a fecha jeje PILLA TU ENTRADA QUE ES EL ÚLTIMO CONCIERTO DE LA GIRAAAAA… https://t.co/D7XjmBnn0R,singer
user2,madrid y bcn 50% vendido!!! por cierto en 17 días empezamos la gira en león (donde hay poco aforo) así que cogeddd… https://t.co/lJlnlbuHim,singer
user2,RT @disco100bcn: Hoy sale el disco #PlanZ y el miércoles tendremos a @petitmarmi en Disco100 para que os lo firme!! https://t.co/BEGwpC1csp,singer
user2,después de 2 años en la música sacar mi primer trabajo conjunto me hace mucha ilusión🥺!! YA TENÉIS PLAN Z EN TODAS… https://t.co/tv98SFGFCt,singer
user2,gente de bcn!!! los que no tengáis con quien ir al concierto decidmeloooooo que lo vamos compartiendo x aquí y así… https://t.co/iRHdioDRrs,singer
user2,"estoy haciendo la playlist pre-concierto jajaj si suena camp rock, high school musical y luego sticky ma bad gyal y purpurina no os rayéis",singer
user2,"RT @marumr_01: peli de bob esponja (2004): Plancton adelanta q va a haber un ""Plan Z""
@petitmarmi (2022): ""Plan Z"" https://t.co/Isms7N77Ym",singer
user2,"por cierto! la chica que en el concierto me trajo un bizcocho, decirle que mi familia y amigos se lo han cruspido 🤣estaba muy buenooooooo",singer
user2,"RT @lemotoficial: No falta nada para que salga NO ME LO CREO NI YO con @petitmarmi 🔥🔥
Ya habéis hecho Pre-Save?? https://t.co/IVVOtjPHCu",singer
user2,hoy hago un concierto gratuito en Calafell a las 21.00 🤍🤍 nos vemos x ahiiii en el escenario de la playa (zona cofradía) un besitooooo,singer
user2,"para la gente de barcelona jeje solo quedan 30 entradas, así que si no las has cogido cógelas ya!!!🫵🏼🥊❤️⭐️🏁

https://t.co/JPNErWEi5l",singer
user2,"RT @monicallms: dibujo de la nueva canción de @petitmarmi🎤
""esto es un sueño que se está haciendo realidad"" https://t.co/LyeWzbNp4T",singer
user2,rodaje de santorini remix finalizado y mi hermano @enolbc se ha abierto la cabeza de una ostia no es broma https://t.co/U7zUokTAEi,singer
user2,"9 de diciembre cover de ""me rehuso"" con la banda 👁🤎🎩🌟🏁!!! me lo pedíais muchísimo y nos hemos animado… https://t.co/nQ0PPSyrV2",singer
user2,cápsula espacial ft @D3llanoMusic 24/02👽⭐️🛰️🛸🪐🚀🌏 nos vamos al espaciooooooo https://t.co/thaR5slu7Y… https://t.co/thaR5slu7Y,singer
user2,LEÓN seréis los primeros en abrir la gira jeje!! PILLAD VUESTRA ENTRADA QUE EL SITIO ES PEQUE jejeje https://t.co/oP6UUm504S,singer
user2,salgo de tocar tu foto del dni con mi pana aitana en el wizink y me encuentro esta tremenda padreada https://t.co/qfNc5H9hvA,singer
user2,barcelona gracias x el sold out de ayer ⭐️❤️ habéis hecho que mi yaya me vea actuar por primera vez https://t.co/hr0wSgNs6a,singer
user2,"primera sorpresa de las que se vienen… NOS VEMOS EN LEÓN 23 DE NOVIEMBRE👁🏁 @VibraMahou 

ENTRADAS:… https://t.co/AslgTXDsr2",singer
user2,"14 entradas quedan en bcn y hacemos sold out 🥺⭐️ feliz de ver que me apoyáis tanto en mi ciudad 

https://t.co/JPNErWEi5l",singer
user2,https://t.co/sgcTMVqYkm en este link podéis coger vuestro vinilo de PLAN Z!! ❤️‍🩹🥲 q ilusión!! https://t.co/YQgE47vPim,singer
user2,salamanca ha estado increíble!! sois demasiado majos🫂 me ha encantado la vibraaaaaa!! estoy cansado pero felizzzzzz,singer
user2,acá otra persona que no tiene con quien ir al conci de BARNA 🧐 acá todos somos amigos ‼️🤎🤎 https://t.co/83UDohND3m,singer
user2,PLAN Z TOUR 🏁🌼 https://t.co/Bx84dhxigp en este link podéis comprar vuestras entradas!!❤️‍🩹 https://t.co/Sghv4nIAta,singer
user2,aquí podéis ver el videoclip con imágenes exclusivas del pequeño marmi real  https://t.co/TMyFX71sJJ vía @YouTube,singer
user2,por cierto! por supuesto que el viernes en el conci de madrid tocaremos me rehuso pa estrenarla bien…vente anda,singer
user2,hoy a las 19:00 hay firma de discos en madrid para quien se quiera pasar!! es en la tienda Marilians Records📀,singer
user2,ay que ilusión chic@s estamos #42 en tendenciaaaaa de youtube 💙 gracias guapísimos https://t.co/QG2vGxdimd,singer
user2,ESTAMOS FUERA @mikinunez❤️❤️❤️❤️ eres el mejor!!!! esperemos que os guste mucho🥂🫂  https://t.co/iKtil2SdQr,singer
user2,hoy domingo 9 de octubre es un día fabuloso para comprarte tu entrada para la gira https://t.co/Bx84dhxigp,singer
user2,SEGUNDA FECHA EN MADRID 🤍https://t.co/0HoZQ3fG8B pilla tu entradaaaa correeeee https://t.co/sCeqCN0RTV,singer
user2,y lo volvimos a hacer… temardo para el disco de mi compa el sech!! 🌟 @enolbc https://t.co/dg1Yn1b0SD,singer
user2,yo sé que en barcelona somos muy majos!! GENTE DE BCN quien la acompaña? 🫂 https://t.co/qxpQJ7PVo8,singer
user2,plan z está entre los 10 vinilos más vendidos de españa!!! llorando 🥺🥰🌟📀🥲 https://t.co/9ikdxyIPt3,singer
user2,hoy he grabado un videoclip demasiado chulo con un tema bien fresco que lleva escrito 2500 años.,singer
user2,en este link podéis hacer el pre-save del tema con @mikinunez ❤️ 26/10 🔜 https://t.co/ReiAYxxWFA,singer
user2,PLAN Z TOUR 🔜 os dejo por acá el link para que pilléis vuestras entradas https://t.co/Bx84dhwKqR,singer
user2,ya tenéis disponible el merch de PLAN Z 🦺🌟👁⚽️🏁 https://t.co/xaN7zk3pGr https://t.co/mrhtjGcSYK,singer
user2,el jodido @PabloRouss hace este temardo y se la pela una barbaridad  https://t.co/kwoqGrVY6u,singer
user2,queda nada familia!! que ganas 🎸🌼 #CCME @CocaCola_es @TonyAguilarOfi https://t.co/zjJ06mqxaN,singer
user2,el lil marmi os recuerda que este viernes hay tema nuevo 👶🏽🧑🏽‍🦱💋 https://t.co/rtIG8EJdxA,singer
user2,empezando septiembre fuerte…LA BROMA DE MIS SUEÑOS 16/09 👶🏽🧑‍🎤🗣🦋 https://t.co/LgoWyNuYfD,singer
user2,elige a tu personaje favorito 😎👁️ jajajajaja grande pablitoooo https://t.co/xqQqUpDqkV,singer
user2,aitana danos la próxima predicción contra alemania @Aitanax https://t.co/ubbGybKXvt,singer
user2,mañana a las 23:59 tremendo palo 🌟🫂🏁 con mi hermano @enolbc https://t.co/kxpjssgNcx,singer
user2,MADRID Y BCN!! hemos organizado una firma‼️‼️‼️ allí os veo https://t.co/qsl3MKFBEN,singer
user2,salamanca este sábado rompemos!!! pillad vuestra entrada 🌟 https://t.co/LFBV3f9WNO,singer
user2,es increíble que sigan pasando estas cosas de verdad!!!!😓 https://t.co/3NzmM66jft,singer
user2,gracias a todos por los mensajes❤️‍🩹 contento con todo lo que se viene…PLAN Z 🔜🏁🌼,singer
user2,otro día os explicaré la historieta que tiene mi próximo tema 👍 bastante curiosa,singer
user2,zgz nos vemos hoy!! pillad vuestras entradas ❤️❤️❤️❤️❤️ https://t.co/qqHaItYhw8,singer
user2,"RT @skereunpesado: Increíble cómo está jugando Españita
https://t.co/2LdqQYHlhA",singer
user2,león me estreno con vosotros!! el miércoles que viene 🌟 https://t.co/eLuTPkUFRl,singer
user2,gracias x esto❤️ os lo recompensaré con más música 🏁🛹👁 https://t.co/XOEsY5lVFk,singer
user2,bro acabo de ver el directo de maneskin en el #ccme son unas fucking leyendas,singer
user2,como están los maquinas! preparados para el viernes? https://t.co/6z9Okvib30,singer
user2,ESTE VIERNES!!!! salimos con la cover de me rehúso🎱🤍 https://t.co/kqE9cGszTW,singer
user2,soy como el barça sin messi https://t.co/kULUl6CUFY https://t.co/YPT1QPWt9d,singer
user2,"hoy hace 2 años que saque bonnie &amp; clyde , como pasa el tiempo señores",singer
user2,gracias león x la energía!! primer concierto del PLAN Z TOUR superado ✅💼🌟👁,singer
user2,tu dupla favorita 📈🇬🇷⭐️⚡️ gracias familia ✨ #171 https://t.co/loiv7W3cQb,singer
user2,adelanto de mi próximo tema jeje 🛰️🚀⭐️⚡️🛸🌏 24/02 https://t.co/ltBWLR54be,singer
user2,"RT @enolbc: si se acaba el mundo ahí fuera, 
que nos pille aquí abrazaos",singer
user2,tengo que decir que esa pancarta es una PADREADA https://t.co/1sLbmRxeuB,singer
user2,estamos por aquí con el pablito y mi compa enol https://t.co/NqaJZUy7er,singer
user2,ayer canté por primera vez santorini y creo que se queda en mi set list,singer
user2,RT @JURIOBOLUDO: QUE LOCO QUE ESTAS DIBU TE AMO https://t.co/qyVH4vvYk0,singer
user2,pero esta tía jajajajaja 🤣🤣🤣🤣 hay que quererla🫂 https://t.co/b32Aa5JLKf,singer
user2,CONVERSE BLANCAS 9/6 https://t.co/kLlGsBZDye… https://t.co/kLlGsBZDye,singer
user2,el tema con dellanito tiene una energía muy contagiosa bastante guapa,singer
user2,domingo de pillar tus entradas para la gira 🌟 https://t.co/Bx84dhxigp,singer
user2,yo esta semana en el estudio con @dddsabater https://t.co/uMPawdPRO7,singer
user2,lets gooooooooo!! todos a escucharlo ❤️❤️❤️ https://t.co/myOWlxtSKF,singer
user2,gente de bcn está tía mola!! id a verla 🗣‼️ https://t.co/1FK6jaXfQ1,singer
user2,córdoba 🥲 espero vernos muy pronto guap@s! https://t.co/Q5oSzZXLfi,singer
user2,"tengo unos malditos cromos, tú que tienes? https://t.co/cyv49tLoSJ",singer
user2,"buenos días amigos, quien tiene ya su entrada para PLAN Z TOUR? ‼️",singer
user2,ya está fuera converse blancas amig@s⭐️🤍  https://t.co/KRRzQuSHU3,singer
